final_creditor_name;normalized
Nicolaes du Valloij;Nicolaes du Valloij
Nicolaes Kraemmeester;
Nicolaes Valck;
Orseltgen Boudewijns;
Ottho Fries;Otto Fries
Ottho Vries;Otto Fries
Otto Fries;Otto Fries
Otto Meijndertss;
P. Molenaer;Pieter Molenaer
Participanten van lijnbaan Den Dolphijn;
Passchier Hovijn;
Paul Aldertss;Paulus Aldertsz
Paul Aldertsz;Paulus Aldertsz
Paul Paulsz;Pauls Paulsz
Pauls Aldertssz;Paulus Aldertsz
Pauls Aldertsz;Paulus Aldertsz
Pauls Binger;Poulus Binger
Pauls Janss;Pauls Jansz
Pauls Janssz;Pauls Jansz
Pauls Jansz;Pauls Jansz
Pauls Paulsz;Pauls Paulsz
Pauls Touchain;
Paulus Adertssz;Paulus Aldertsz
Paulus Aertssz;Paulus Aldertsz
Paulus Aldertssz;Paulus Aldertsz
Paulus Aldertsz;Paulus Aldertsz
Paulus Binger;Poulus Binger
Paulus Jans;Paulus Jansz
Paulus Janss;Paulus Jansz
Paulus Janssen;Poulus Jansz
Paulus Janssz;Paulus Jansz
Paulus Jansz;Paulus Jansz
Paulus Jansz Smitt;
Paulus Pauluss;Paulus Poulusz
Paulus Poulusz;Paulus Poulusz
Paulus Roeloffsz;
Pauwels Janss;
Phiips de Potere;Philip de Poter
Phililps de Potre;Philip de Poter
Philip de Poter;Philip de Poter
Philippus Godefroij;
Philips de Nijs;
Philips de Potere;Philip de Poter
Philips de Potre;Philip de Poter
Philips de Pottere;Philip de Poter
Philips Stoffels;Philips Stoffelsz
Philips Stoffvelsz;Philips Stoffelsz
Philips van Geel;
Phomas Peijn;Thomas Pain
Piere Pro;
Pierre de Heijnau;Pierre de Heinau
Pierre de Heinau;Pierre de Heinau
Pieter Aldertss;
Pieter Barentsz;
Pieter Born;Pieter Born
Pieter Bouwessz;
Pieter Brouwer;
Pieter Christoffel;
Pieter Claesen;
Pieter Claess Meijer;Pieter Claessz Meijer
Pieter Claessz Maeijer;Pieter Claessz Meijer
Pieter Claesz;
Pieter Cornelisz;
Pieter de Backer;
Pieter de Lande;
Pieter de Meijer;
Pieter de Winter;
Pieter Dircxsz van Dissel;
Pieter Dromment;
Pieter Erasmus;Pieter Erasmusz
Pieter Erasmussz;Pieter Erasmusz
Pieter Erasmusz;Pieter Erasmusz
Pieter Frans;Pieter Fransz
Pieter Franssz;Pieter Fransz
Pieter Gerrits;Pieter Gerritsz
Pieter Gerritsen;Pieter Gerritsz
Pieter Gerritss;Pieter Gerritsz
Pieter Gerritssz;Pieter Gerritsz
Pieter Gerritsz;Pieter Gerritsz
Pieter Groen/Magdalena Jonas;
Pieter Hamel;Pieter Hamel
Pieter Hanssz;Pieter Hansz
Pieter Hansz;Pieter Hansz
Pieter Isaacxsen;Pieter Isaacxsz
Pieter Isaacxsz;Pieter Isaacxsz
Pieter Jacobs;Pieter Jacobs
Pieter Jacobsz;Pieter Jacobs
Pieter Janss;
Pieter Janss de Vos;Pieter Jansz Vos
Pieter Janss Vos;Pieter Jansz Vos
Pieter Janssz Vos;Pieter Jansz Vos
Pieter Jansz Vos;Pieter Jansz Vos
Pieter Jasperss;
Pieter Jonassz/Abraham Verkammen;
Pieter Lidart;
Pieter Lucassz;
Pieter Martensz;
Pieter Martensz/Magdaleentje Cornelisdr.;
Pieter Meijnderts;
Pieter Meulenaer;Pieter Molenaer
Pieter Michielsz;
Pieter Molenaer;Pieter Molenaer
Pieter Molenaer/Harmen Sonnenbergh;
Pieter Niekerken;Pieter Niekerken
Pieter Nieukerken;Pieter Niekerken
Pieter Oelesz;
Pieter Palmquist;
Pieter Pietersz;
Pieter Pietersz de Witt;
Pieter Reinertsz;
Pieter Rusch;
Pieter Sas;
Pieter Scholt;Pieter Scholt
Pieter Scholtt;Pieter Scholt
Pieter Schout;Pieter Scholt
Pieter Schreur;
Pieter Serveijn;
Pieter Sijmonss;Pieter Sijmonsz
Pieter Sijmonsz;Pieter Sijmonsz
Pieter Teunisz van Aelst;
Pieter Theunisen;
Pieter Thijsz;
Pieter Thomasz;
Pieter van Wijngaert;
Pieter Willemsz Teijs;
Pietergen Gijsbertsdr.;
Pietertien Henricx;
Pleuntgen Adriaansdr./Magdaleentge Gerits;
Pleuntgen Adriaens;Pleuntgen Adriaens
Pleuntgen Ariaens;Pleuntgen Adriaens
Poules Michielsz;
Poulus Aldertsz;Paulus Aldertsz
Poulus Bingen;Poulus Binger
Poulus Binger;Poulus Binger
Poulus Jans;Poulus Jansz
Poulus Jansen;Poulus Jansz
Poulus Jansen Smitt;Poulus Jansz Smit
Poulus Janss;Poulus Jansz
Poulus Janssen;Poulus Jansz
Poulus Jansss;Poulus Jansz
Poulus Janssz;Poulus Jansz
Poulus Jansz;Poulus Jansz
Poulus Jansz Smit;Poulus Jansz Smit
Poulus Jansz Smitt;Poulus Jansz Smit
Poulus Michielsz;
Poulus Pouluss;Paulus Poulusz
Pouwels Jansen;Poulus Jansz
Pouwels Janss;Poulus Jansz
Pouwels Jansz;Poulus Jansz
Pouwelss Janss;
Pouwelsz Jansz;Poulus Jansz
Pr Born;Pieter Born
Pr Gerrits;Pieter Gerritsz
Pr. Gerrits;Pieter Gerritsz
Pr. Gerritsz;Pieter Gerritsz
Pr. Molenaer;Pieter Molenaer
Pr. Moolenaer;Pieter Molenaer
Quirijntgen Lievens;
Rachael Pietersdr.;
Raephel Willemsen;
Rafael Willems Grisnel;
Raphael Willemsz;
Raphael Wmsz.;
Rayer Dircxss;
Rebecca Jacobsdr.;
Reijner Harckes;Reijner Harckesz
Reijnier Harckes;Reijner Harckesz
Reijnier Harckess;Reijner Harckesz
Reijnier Inthesssz;Reijner Harckesz
Rieuwert Alberts;
Rincke Abbes;
Rinsje Jans;
Risge Claes;Risge Claesdr.
Risge Claesdr.;Risge Claesdr.
Ritcert Lingert;Ritschert Lingert
Ritscert Lingert;Ritschert Lingert
Ritschert Lingert;Ritschert Lingert
Riwert Albertsz;
Robbert Evans;
Robbert Hamel;
Robbert Hamelton;Robbert Hamilton
Robbert Hamilthon;Robbert Hamilton
Robbert Hamilton;Robbert Hamilton
Robbert Hampton;Robbert Hamilton
Robbert Hardé;Robbert Harde
Robbert Harde;Robbert Harde
Robbert Hardi;Robbert Harde
Robbert Maetsen;
Robbert Riddoch;
Robbert Stuart;
Robbert Vos;
Robbert Willemsen;Robbert Willemsz
Robbert Willemss;Robbert Willemsz
Robbert Willemssz;Robbert Willemsz
Robbert WIllemsz;Robbert Willemsz
Robbert Willemsz;Robbert Willemsz
Robbert Willemszs;Robbert Willemsz
Robbert Woetstack;
Robert Hamelton;Robbert Hamilton
Rocher de Koningh;Rogier de Coningh
Rochier de Conincx;Rogier de Coningh
Rochier de Koningh;Rogier de Coningh
Roeleff Luijcas;
Roelof Harmensz;Roeloff Harmensz
Roeloff Harmens;Roeloff Harmensz
Roeloff Harmensz;Roeloff Harmensz
Roeloff Janss;Roeloff Jansz
Roeloff Jansz;Roeloff Jansz
Roeloff Pieterss;Roeloff Pietersz
Roeloff Pietersz;Roeloff Pietersz
Roeloff Roeloffsz;
Roghier de Coningh;Rogier de Coningh
Rogier Coningh;Rogier de Coningh
Rogier de Coning;Rogier de Coningh
Rogier de Coningh;Rogier de Coningh
Rogier de Cooninck;Rogier de Coningh
Rogier de Cooningh;Rogier de Coningh
Rogier Ponce;
Rosier de Coning;Rogier de Coningh
Rosier Ponce;
Rui Gomes Fronteira;
Rutger Clarenbeeck;
Rutger Sandersz;
Ryck Theunissz;
Saartge Burcherts;
Sacharijas Rosijn;
Saertien Robberts;
Salomon Abrahamsz;
Salomon Haeck;
Sambson Barcq;Sampson Berck
Sameuel Lemens;Samuel Lemens
Samewel Lemens;Samuel Lemens
Sampsen Berck;Sampson Berck
Sampsom Barcq;Sampson Berck
Sampson;
Sampson Bacq;Sampson Berck
Sampson Barck;Sampson Berck
Sampson Barcq;Sampson Berck
Sampson Berck;Sampson Berck
Sampson Bercq;Sampson Berck
Sampson Berq;Sampson Barcq
Sampzon Barcq;Sampson Berck
Samson;
Samson Barcq;Sampson Berck
Samson Berck;Sampson Berck
Samson Bercq;Sampson Berck
Samspon Berck;Sampson Berck
Samuel Blommaert;
Samuel l Mens;Samuel Lemens
Samuel le Mens;Samuel Lemens
Samuel Le Mens;Samuel Lemens
Samuel Lemener;Samuel Lemens
Samuel Lemens;Samuel Lemens
Samuel Lemmens;Samuel Lemens
Samuel van Setterich;
Samuwel Lemens;Samuel Lemens
Sander Gedders;
Sander Smitth;
Sara de Mol;
Sara Dedmon;
Sara Jans;Sara Jansdr.
Sara Jansdr.;Sara Jansdr.
Sara le Mens;Sara Lemensdr.
Sara le Ments;Sara Lemensdr.
Sara Lemens;Sara Lemensdr.
Sara Lemensdr.;Sara Lemensdr.
Schalletgen Matheus;
Scholte Jansz;
Scioucke Alberts;
Seeletgen Andries;
Sibbeltien Adriaens;
Sieuwert Fransz;
Sieuwert Luijtgens;Sieuwert Luijtgens
Sieuwert Luijtges;Sieuwert Luijtgens
Sijbrant Gerbrants;
Sijbrant Samuelss;
Sijburgh Jansdr.;
Sijmen Floriz;Sijmon Florisz
Sijmen Jansz;Sijmon Jansz
Sijmon Claessz;
Sijmon Cornelisz;
Sijmon Cornelisz Backer;
Sijmon Floris;Sijmon Florisz
Sijmon Florissz;Sijmon Florisz
Sijmon Florisz;Sijmon Florisz
Sijmon Jans;Sijmon Jansz
Sijmon Janse;Sijmon Jansz
Sijmon Jansen;Sijmon Jansz
Sijmon Janss;Sijmon Jansz
Sijmon Jansz;Sijmon Jansz
Sijmon Jansz/Aeltgen Jacobs;
Sijmon Lambertss;
Sijntge Fremau;Sijntie Fremou
Sijntie Fremou;Sijntie Fremou
Sijtgen Gerrits;
Sijtgen Martens;
Sijtgen Pieters;
Sijtgen Wijnants;
Simontgen Bouwensdr.;
Sioucke Albertsz;Sioucke Albertsz
Siouke Albertss;Sioucke Albertsz
Sl. Lemens;Samuel Lemens
Srent Fransz van Minne;Arent Fransz van Minnen
Steven Dirckse;Steven Dirxcsz
Steven Dirckss;Steven Dirxcsz
Steven Dirckssen;Steven Dirxcsz
Steven Dircksz;Steven Dirxcsz
Steven Dircss;Steven Dirxcsz
Steven Dircsz;Steven Dirxcsz
Steven Dircx;Steven Dirxcsz
Steven Dircxs;Steven Dirxcsz
Steven Dircxss;Steven Dirxcsz
Steven Dircxssen;Steven Dirxcsz
Steven Dircxssz;Steven Dirxcsz
Steven Dircxsz;Steven Dirxcsz
Steven Dircxz;Steven Dirxcsz
Steven Dirkss;Steven Dirxcsz
Steven Dirxcsz;Steven Dirxcsz
Steven Henricxsz;
Steven Scholten;
Stijn Adriaensdr;Stijntgen Adriaens
Stijn Adriaensdr.;Stijntgen Adriaens
Stijne Jansdr.;Stijntgen Jansdr.
Stijntge Adriaens;Stijntgen Adriaens
Stijntge Sijmons;
Stijntgen Adriaen;Stijntgen Adriaens
Stijntgen Adriaens;Stijntgen Adriaens
Stijntgen Adriaensdr;Stijntgen Adriaens
Stijntgen Adriaensdr.;Stijntgen Adriaens
Stijntgen Adsriaens;Stijntgen Adriaens
Stijntgen Areans;Stijntgen Adriaens
Stijntgen Ariaens;Stijntgen Adriaens
Stijntgen Carstens;Trijntgen Carstens
Stijntgen Dircx;
Stijntgen Henricx;
Stijntgen Jans;Stijntgen Jansdr.
Stijntgen Jansdr.;Stijntgen Jansdr.
Stijntgen Lourens;
Stijntgen Pietersdr.;Lijntgen Pietersdr.
Stoffel Jansssz;Stoffel Jansz
Stoffel Janssz;Stoffel Jansz
Stoffel Jansz;Stoffel Jansz
Stoffel Jansz/Trijntie Wibes;
Stoffel Jansz/Trijntje Wibes;
Stoffel Jansz/Tryntie Wybes;
Styn Adriaensdr;Styn Adriaensdr.
Styn Adriaensdr.;Styn Adriaensdr.
Styntien Pietersdr.;
Susanna Daniels;
Susanna de Flandre;
Susanna Garlan;Susanna Garlandt
Susanna Garland;Susanna Garlandt
Susanna Garlandt;Susanna Garlandt
Susanna Gerland;Susanna Garlandt
Susanna Jans;
Susanna Wormal;
Sussanna Daniels;
Swaantgen Meijnderts;Swaentie Meijndertsdr.
Swaentge Claesdr;Swaentgen Claesdr.
Swaentge Claesdr.;Swaentgen Claesdr.
Swaentge Jansdr.;
Swaentgeen Claes;Swaentgen Claesdr.
Swaentgen Claes;Swaentgen Claesdr.
Swaentgen Claesdr;Swaentgen Claesdr.
Swaentgen Claesdr.;Swaentgen Claesdr.
Swaentgen Jacobsdr;
Swaentgen Meijnderts;Swaentie Meijndertsdr.
Swaentie Meijnders;Swaentie Meijndertsdr.
Swaentie Meijndertsdr;Swaentie Meijndertsdr.
Swaentie Meijndertsdr.;Swaentie Meijndertsdr.
Swen Pietersz/Marritgen Jans;
Sybrant Gerbrants;
Sybrant Hanssz;
Symon Janse;Symon Jansz
Symon Jansz;Symon Jansz
Sytgen Gerritsdr;
Taecke Jansz;
Take Jansz;
Tet Jansdr.;
Teunis Jans;Teunis Jansz
Teunis Jansz;Teunis Jansz
Teuntge Huijbertsdr.;Teuntge Huijbertsdr.
Teuntgen Huijberts;Teuntge Huijbertsdr.
Thams Brandt;Thomas Brandt
Theunis Jansen;Teunis Jansz
Theunis Jansz;Teunis Jansz
Theunis Louressz;
Thijmen Jansz;
Thijs Claesz;
Thijs Jansen/Adewich Harmis;
Thijs Janssz;Thijs Jansz
Thijs Jansz;Thijs Jansz
Thobias Warner;
Thom Pain;Thomas Pain
Thom. Pain/Cathalina d'Acree;
Thomas Acclam;Thomas Acclam
Thomas Acklem;Thomas Acclam
Thomas Barents;Thomas Barentsz
Thomas Barentss;Thomas Barents
Thomas Barentssz;Thomas Barentsz
Thomas Barentsz;Thomas Barentsz
Thomas Barton;Thomas Burton
Thomas Brandt;Thomas Brant
Thomas Brandts;Thomas Brandt
Thomas Brant;Thomas Brant
Thomas Brantt;Thomas Brant
Thomas Burot;Thomas Burton
Thomas Burton;Thomas Burton
Thomas Carstenss;
Thomas Christoffelssz;Thomas Christoffelsz
Thomas Christoffelsz;Thomas Christoffelsz
Thomas Crimschier;Thomas Grimschier
Thomas de Keijser;
Thomas Elis;Thomas Elis
Thomas Gerritsz;
Thomas Grimchier;Thomas Grimschier
Thomas Grimschier;Thomas Grimschier
Thomas Jansz;
Thomas Joosten;
Thomas Krijmshert;
Thomas Memperis;Thomas Mempris
Thomas Mempris;Thomas Mempris
Thomas Menpris;Thomas Mempris
Thomas Paein/Cathalina d'Acree;
Thomas pain;Thomas Pain
Thomas Pain;Thomas Pain
Thomas Pain/Cathalina dÂ´Acree;
Thomas Pain/Cathalina Dacre;
Thomas Pain/Cathalina Dacree;
Thomas Pain/Cathalina d'Acree;
Thomas Pains;Thomas Pain
Thomas Peijn;Thomas Pain
Thomas Pein;Thomas Pain
Thomas Peyn;Thomas Pain
Thomas Pietersz;
Thomas Skijmschier;Thomas Grimschier
Thomas Skrijmchier;Thomas Grimschier
Thomas Skrijmschier;Thomas Grimschier
Thomas Thijssz;
Thymon Jacobsz;
Thys Janssz;Thys Jansz
Thys Jansz;Thys Jansz
Tjalle Wilckes;
Tjerck Jansz. Vries;
Tomas Aclam;Thomas Acclam
Tomas Anclam;Thomas Acclam
Tomas Brant;Thomas Brandt
Tomas Pein;Thomas Pain
Tomas Peyn;Thomas Pain
Trijn Heindrics;
Trijn Jacobs;Trijn Jacobsdr.
Trijn Jacobsdr.;Trijn Jacobsdr.
Trijn Jans;Trijn Jansdr.
Trijn Jansdochter;Trijn Jansdr.
Trijn Jansdr.;Trijn Jansdr.
Trijn Maertens;
Trijnge Tiellemans;
Trijntge Carstens;Trijntgen Carstens
Trijntge Cocks;
Trijntge Henricx;Trijntgen Henricxdr.
Trijntge Hercules;
Trijntge Jans;Trijn Jansdr.
Trijntgen Albertsdr.;
Trijntgen Arents;
Trijntgen Carstens;Trijntgen Carstensdr.
Trijntgen Carstensdr;Trijntgen Carstens
Trijntgen Carstensdr.;Trijntgen Carstensdr.
Trijntgen Claes;Trijntgen Claesdr.
Trijntgen Claesdr;Trijntgen Claesdr.
Trijntgen Cornelis;
Trijntgen Dircx;Trijntgen Dircxs
Trijntgen Dircxs;Trijntgen Dircxs
Trijntgen Eeckhorst;
Trijntgen Gerrits;
Trijntgen Heeresdr;Trijntgen Henricxdr.
Trijntgen Heijndericxdr;Trijntgen Henricxdr.
Trijntgen Heijndericxdr.;Trijntgen Henricxdr.
Trijntgen Heindricx;Trijntgen Henricxdr.
Trijntgen Hendricx;Trijntgen Henricxdr.
Trijntgen Hendricxs;Trijntgen Henricxdr.
Trijntgen Henricks;Trijntgen Henricxdr.
Trijntgen Henrics;Trijntgen Henricxdr.
Trijntgen Henricx;Trijntgen Henricxdr.
Trijntgen Henricxdr;Trijntgen Henricxdr.
Trijntgen Henricxdr.;Trijntgen Henricxdr.
Trijntgen Jacobsdr.;Trijntgen Jansdr.
Trijntgen Jans;Trijntgen Jansdr.
Trijntgen Jansdr;Trijntgen Jansdr.
Trijntgen Jansdr.;Trijntgen Jansdr.
Trijntgen Jansz;Trijntgen Jansdr.
Trijntgen Jurriaens;
Trijntgen Lourens;
Trijntgen Nannincxdr.;
Trijntgen Pieters;
Trijntgen Rombouts;
Trijntgen Thijmons;
Trijntie Carstens;Trijntgen Carstens
Trijntie Jans;Trijn Jansdr.
Trijntie Pieters;
Trijntie Wijbes;Trijntje Wibes
Trijntien Pieters;
Trijntje Christiaens;
Trijntje Wibes;Trijntje Wybes
Trijntje Wijbes;Trijntje Wybes
Trijntje Wybes;Trijntje Wybes
Trijntjen Henricx;Trijntgen Henricxdr.
Trijntjen Stoffels;
Tryn Henricx;
Tryntge Claesdr.;Trijntgen Claesdr.
Tryntgen Hanssen;
Tryntgen Jans;Trijntgen Jansdr.
Tryntgen Jonas;
Tryntgen Poppes;
Tryntgen Wiebes;
Tryntie Dircx;
Tryntie Henricx;
Tryntie Wybes;Trijntje Wybes
Tryntien Henricx;Trijntgen Henricxdr.
Tryntien Jans;Trijn Jansdr.
Tuentgen Huijberts;Teuntge Huijbertsdr.
Valentijn Falber;
Valtin Henricxss;
Volckert Sijbrantsz;
Volckgen Barents;Volckgen Barents
Vollckien Barents;Volckgen Barents
Vroutge Jans;
Vrouwtien Henricx;
Wabbetgen Jansdr.;Webbetgen Jansdr
Webbetgen Jans;Webbetgen Jansdr
Webbetgen Jansdr;Webbetgen Jansdr
Weijbrant Jansz;Wijbrant Jansz
Weijntge Claes;
Weijntgen Gerrits;
Weijntgen Jans;
Weijntgen WIjnants;
Wendel Jansz;
Wijbke Jans;
Wijbrand Janssz;Wijbrant Jansz
Wijbrandt Jansen;Wijbrant Jansz
Wijbrandt Janss;Wijbrant Jansz
Wijbrandt Janssz;Wijbrant Jansz
Wijbrandt Jansz;Wijbrant Jansz
Wijbrant Jans;Wijbrant Jansz
Wijbrant Janss;Wijbrant Jansz
Wijbrant Janssen;Wijbrant Jansz
Wijbrant Jansz;Wijbrant Jansz
Wilem Willemsz Janston;Willem Willemsz Janston
Wilhelmus van Londen;Wilhelmus van Londen
Will Dircsz;Willem Dircksz
Will. Dircss;Willem Dircksz
Willem Achslin;Willem Willemsz Aslingh
Willem Achsling;Willem Willemsz Aslingh
Willem Aldertss;Willem Aldertsz
Willem Aldertsz;Willem Aldertsz
Willem Aschelingh;Willem Willemsz Aslingh
Willem Aschem;Willem Willemsz Aslingh
Willem Asching;Willem Willemsz Aslingh
Willem Aschkin;Willem Willemsz Aslingh
Willem Aschlin;Willem Willemsz Aslingh
Willem Aschling;Willem Willemsz Aslingh
Willem Aschlingh;Willem Willemsz Aslingh
Willem Asling;Willem Willemsz Aslingh
Willem Aslingh;Willem Willemsz Aslingh
Willem Braedse;Willem Bretse
Willem Braets;Willem Bretse
Willem Bratse;Willem Bretse
Willem Brets;Willem Bretse
Willem Bretse;Willem Bretse
Willem Bretser;Willem Bretse
Willem Bretsie;Willem Bretse
Willem Bretsz;Willem Bretse
Willem Bruijn;Willem Bruijn
Willem Bruyn;Willem Bruijn
Willem Caskje;
Willem Clerck;Willem Clercq
Willem Clercq;Willem Clercq
Willem Clerq;Willem Clercq
Willem Cornelis de Bruijn;Willem Cornelisz de Bruijn
Willem Cornelisz de Bruijn;Willem Cornelisz de Bruijn
Willem Dirckss;Willem Dircksz
Willem Dirckssen;Willem Dircksz
Willem Dircksz;Willem Dircksz
Willem Dircss;Willem Dircksz
Willem Dircsz;Willem Dircksz
Willem Dircx;Willem Dircksz
Willem Dircxsz;Willem Dircksz
Willem Dirxsz;Willem Dircksz
Willem Gardijn;
Willem Gerrits;
Willem Hamelton;Willem Hamilton
Willem Hamilton;Willem Hamilton
Willem Harmens Wees;
Willem Hend;Willem Henricxsz
Willem Hend.;Willem Henricxsz
Willem Hendrickss;Willem Henrickxsz
Willem Hendricksz;Willem Henricxsz
Willem Hendrickxsz;Willem Henricxsz
Willem Hendricss;Willem Henrickxsz
Willem Hendricsz;Willem Henricxsz
Willem Hendricx;Willem Henricxsz
Willem Hendricx;Willem Henricxsz
Willem Hendricxen;Willem Henricxsz
Willem Hendricxs;Willem Henrickxsz
Willem Hendricxsz;Willem Henrickxsz
Willem Hendricxz;Willem Henricxsz
Willem Hendrixs;Willem Henricxsz
Willem Hendrixsz;Willem Henrickxsz
Willem Henrickss;Willem Henrickxsz
Willem Henrickssen;Willem Henricxsz
Willem Henricksz;Willem Henricxsz
Willem Henricksz;Willem Henricxsz
Willem Henrickxsz;Willem Henrickxsz
Willem Henricss;Willem Henrickxsz
Willem Henricsz;Willem Henricxsz
Willem Henricsz;Willem Henricxsz
Willem Henricxs;Willem Henrickxsz
Willem Henricxss;Willem Henrickxsz
Willem Henricxssz;Willem Henrickxsz
Willem Henricxsz;Willem Henrickxsz
Willem Henrixs;Willem Henrickxsz
Willem Hods;Willem Hots
Willem Hodts;Willem Hots
Willem Holts;Willem Hots
Willem Hoots;Willem Hots
Willem Hots;Willem Hots
Willem Hotts;Willem Hots
Willem Hutsin;
Willem Jacobs;Willem Jacobsz
Willem Jacobsz;Willem Jacobsz
Willem Janss Koning;
Willem Janston;Willem Willemsz Janston
Willem Jansz;
Willem Leendertss;
Willem Lourenss;
Willem Marten;Willem Martijn
Willem Martijn;Willem Martijn
Willem Pieters;Willem Pietersz
Willem Pietersz;Willem Pietersz
Willem Pouwelsz;
Willem Ramsen;
Willem Ras;
Willem Robbersz;Willem Robbertsz
Willem Robberts;Willem Robbertsz
Willem Robbertss;Willem Robbertsz
Willem Robbertsz;Willem Robbertsz
Willem Robbertsz Hambton;
Willem Ros;
Willem Seegers;
Willem Segertss;
Willem Storij;
Willem Sudderlandt;
Willem Thomass Wijsbeeck;
Willem van Sevenhoven;
Willem Watson;Willem Watson
Willem Watss;Willem Watson
Willem Watssz;Willem Watson
Willem Watsz;Willem Watson
Willem Watzon;Willem Watson
Willem Willem Aslingh;Willem Willemsz Aslingh
Willem Willems Aslingh;Willem Willemsz Aslingh
Willem Willems Janston;Willem Willemsz Janston
Willem Willems Jansz;Willem Willemsz Janston
Willem Willemsen Aslingh;Willem Willemsz Aslingh
Willem Willemss Asingh;Willem Willemsz Aslingh
Willem Willemss Asling;Willem Willemsz Aslingh
Willem Willemss Aslingh;Willem Willemsz Aslingh
Willem Willemss Jainston;Willem Willemsz Janston
Willem Willemss Janston;Willem Willemsz Janston
Willem Willemssen Aslingh;Willem Willemsz Aslingh
Willem Willemssen Janston;Willem Willemsz Janston
Willem Willemssz Asling;Willem Willemsz Aslingh
Willem Willemssz Aslingh;Willem Willemsz Aslingh
Willem Willemssz Janstien;Willem Willemsz Janston
Willem Willemssz Janston;Willem Willemsz Janston
Willem Willemsz;
Willem Willemsz Alsingh;Willem Willemsz Aslingh
Willem Willemsz Aschlin;Willem Willemsz Aslingh
Willem Willemsz Aslinch;Willem Willemsz Aslingh
Willem Willemsz Asling;Willem Willemsz Aslingh
Willem Willemsz Aslingh;Willem Willemsz Aslingh
Willem Willemsz Asslingh;Willem Willemsz Aslingh
Willem Willemsz Janst;Willem Willemsz Janston
Willem Willemsz Janstan;Willem Willemsz Janston
Willem Willemsz Jansten;Willem Willemsz Janston
Willem Willemsz Janstoen;Willem Willemsz Janston
Willem Willemsz Janston;Willem Willemsz Janston
Willempge Willems;
Willempgen Jans;
Willempgen Lingen;
Willempgen Lucas;
Willemtgen Pieters;
Wipke Roeloffs;
Wm. Aschlin;Willem Willemsz Aslingh
Wm. Hodts;Willem Hots
Wm. Hotts;Willem Hots
Wm. Robbertsz;Willem Robbertsz
Wolfert Dircxss;Wolfert Dircxsz
Wolffert Dircxssz;Wolfert Dircxsz
Wolphert Dircxss;Wolfert Dircxsz
Wudel Jansz;Wybrandt Jansz
Wybrandt Janss;Wybrandt Jansz
Wybrandt Janssz;Wybrandt Jansz
Wybrandt Jansz;Wybrandt Jansz
Wybrant Janss;Wybrandt Jansz
Wybrant Janssz;Wybrandt Jansz
Wybrant Jansz;Wybrandt Jansz
Wyburgh Henricks;
Wyggert Pietersz Vroom;
Ytge Harmensdr.;
Ytge Volckerts;
Ytgen Jans;
